"id","trivia"
"/title/tt2488496/trivia/tr2751054","George Lucas was initially opposed to anyone else making Star Wars movies after he did, and he was personally divided on whether or not he wanted to make another trilogy. When Disney acquired Lucasfilm, they got Lucas' story treatments for Episodes VII, VIII, and IX, however, the new writing team chose not to use them. However, when he attended the film's red carpet premiere, he said he liked the film, and even received a standing ovation from the audience (despite having nothing to do with the film). A couple of weeks later, however, Lucas seemed to change his tune, and criticized the film for being too ""retro"", and compared Disney to ""white slavers"". Lucas quickly took back his comments."
"/title/tt2488496/trivia/tr2741883","John Boyega originally played Finn in his natural English accent. But both he and J.J. Abrams felt it didn't feel right for the character. So Boyega changed to an American accent for the role."
"/title/tt2488496/trivia/tr2751047","Originally, what would have convinced Finn to leave the First Order would be witnessing numerous Resistance fighters being executed, and thrown out of an airlock. After escaping with Poe and crash landing, he would be hailed by a local tribe, and be ""reborn"" into a hero."
"/title/tt2488496/trivia/tr1861533","After publicly declining to direct a new Star Wars film, J.J. Abrams was visited at his Bad Robot office by Kathleen Kennedy. Their negotiations lasted over a month, during which time Abrams' central concern was the vast magnitude and cultural significance of the project."
"/title/tt2488496/trivia/tr2332896","This was the first live-action Star Wars movie to be released in December. All previous ones had been released in May."
"/title/tt2488496/trivia/tr2726006","Rey's outfit is inspired by early drawings from Star Wars concept artist Ralph McQuarrie for Luke Skywalker, at a point when he and George Lucas were playing with the idea of making Luke a woman."
"/title/tt2488496/trivia/tr2309848","When the first trailer was released, there was much discussion about how it appeared to be getting back to the ""grubbiness"" (""dirty transporters, second-hand rockets, things that broke"") of Episodes IV-VI, rather than the CGI cleanliness of Episodes I-III. British television star Phill Jupitus revealed in an interview that he ""met an effects bloke in Essex, he drinks in my local coffee shop. He said (the makers of the new film) bought every gas-bottled air gun in England when they arrived, because they wanted the Stormtroopers' guns to have a kick when they fired them. You don't have to fake it; it looks real."""
"/title/tt2488496/trivia/tr2720942","When John Boyega was cast as Finn, it was rumored that he may be a son of Lando Calrissian, the rebel hero played by Billy Dee Williams in Star Wars: Episode V - The Empire Strikes Back (1980) and Star Wars: Episode VI - Return of the Jedi (1983)."
"/title/tt2488496/trivia/tr2455438","John Boyega was so nervous and frightened at the prospect of not getting the role that he didn't tell his parents that he had been cast until after a cast photo was posted online by the official Star Wars Twitter page."
"/title/tt2488496/trivia/tr2698927","In an interview with Daisy Ridley during the press tour, she mentions how she had not seen the film (at the time), but stated Steven Spielberg had already seen the film three times. Ridley stated about the matter, ""I haven't seen the film yet. I kinda want to, and I kinda don't. Steven Spielberg has seen it three times, as he told me when I met him!"""
"/title/tt2488496/trivia/tr2177632","This film was not filmed in native 3-D. It was converted in stereoscopic 3-D in post-production."
"/title/tt2488496/trivia/tr2721295","Grossed $247 million in its opening weekend in North America, surpassing Jurassic World (2015), which previously held the record with $208 million. This marks the fourth occasion a Star Wars film has set the weekend gross record in North America: Star Wars: Episode IV - A New Hope (1977) set the record twice, first in its eleventh weekend in 1977 with $7 million, and again in the first weekend of its 1978 re-issue, with $10 million, and Star Wars: Episode VI - Return of the Jedi (1983) set the record with $23 million in its opening weekend."
"/title/tt2488496/trivia/tr2726010","Rey continues the tradition of disparaging the Millennium Falcon when she calls it ""garbage"". In the original trilogy, Luke called the Millennium Falcon a ""piece of junk"", and Leia referred to it as a ""bucket of bolts""."
"/title/tt2488496/trivia/tr2299812","The first trailer was released on November 28, 2014. Although more than a year before the film's release, it was shown in selected cinemas, and on iTunes trailers."
"/title/tt2488496/trivia/tr2124928","Jesse Plemons, Ed Speleers, John Boyega, Matthew James Thomas, and Ray Fisher were the final candidates for one of the lead roles. The role eventually went to John Boyega."
"/title/tt2488496/trivia/tr2693396","Simon Pegg said in an interview, that while visiting the set with his daughter, she befriended the prop of the BB-8 droid that was remote controlled by crew members."
"/title/tt2488496/trivia/tr2723937","In a December 2015 New York Times interview, John Boyega was asked if his parents (who were both Nigerian immigrants to the UK) recognized the achievement represented by their son being a lead in a Star Wars movie, and Boyega responded, ""They're from a Nigerian culture that has no interest in spaceships and all that nonsense. My dad wants to see real-life stuff. He's a big Bruce Willis fan. But he's caught the Star Wars bug. Mum hasn't. She's just like, 'Where do you come in?'"""
"/title/tt2488496/trivia/tr1804402","Creator George Lucas stated that the transition from Lucasfilm to Disney was a way to ""pass Star Wars on to a new generation of filmmakers."""
"/title/tt2488496/trivia/tr2588624","Simon Pegg is one of three actors to appear in both a Star Wars and Star Trek film, after actor Deep Roy. George Takei appeared in Star Trek films, but only appeared in Star Wars: The Clone Wars (2008). Also among this list is Greg Grunberg."
"/title/tt2488496/trivia/tr2633018","Joel Edgerton was considered for the role of Poe Dameron, even though he had already appeared in the franchise as Luke's uncle, Owen Lars, in the prequels."
"/title/tt2488496/trivia/tr2748318","Kylo Ren's lightsaber has the crossguard blades, due to being an ancient design that requires excess energy to be vented from the main shaft. The blade has an unsteady energy beam, due to his lightsaber housing a cracked kyber crystal."
"/title/tt2488496/trivia/tr2468289","Elizabeth Olsen, Jennifer Lawrence, and Shailene Woodley were considered for the role of Rey. Olsen refused the audition for the role, because she already had a contract with Marvel Studios for the role of Scarlet Witch in the Marvel Cinematic Universe, and because the shoot dates for this movie overlapped with Avengers: Age of Ultron (2015). In April 2014, J.J. Abrams chose Daisy Ridley as Rey, to mimic the same type of selections made by George Lucas, with little known actors for the leading roles. In 1976, Lucas chose Carrie Fisher, Harrison Ford, and Mark Hamill for their respective roles of Princess Leia, Han Solo, and Luke Skywalker."
"/title/tt2488496/trivia/tr2721361","Seven different BB-8 units were used in the making of the film."
"/title/tt2488496/trivia/tr2455334","After being released, the second teaser trailer reached more than 20 million views on YouTube in less than 24 hours."
"/title/tt2488496/trivia/tr2610947","According to Lucasfilm President Kathleen Kennedy, when Harrison Ford and Chewbacca set foot in the Millennium Falcon set, every person on-set was stunned. Kennedy claims that there must have been two hundred people who were completely quiet, due to the iconic presence of Ford and Mayhew back on Han Solo's ship."
"/title/tt2488496/trivia/tr2163009","Denis Lawson, who played X-wing pilot Wedge Antilles in the original Star Wars trilogy, has confirmed that he turned down an invite from Disney to reprise his role in the new installments. Lawson told the British press, ""I'm not going to do that. They asked me, but it just would have bored me."""
"/title/tt2488496/trivia/tr2183739","While filming in summer 2014, Harrison Ford broke his ankle on the door of the Millennium Falcon. About a year later J.J. Abrams revealed that he hurt his back while trying to help get Ford out from under the door."
"/title/tt2488496/trivia/tr2733935","When Finn and Rey ask Han if he is THE Han Solo, he replies, ""I used to be,"" which is a reply Ford himself regularly uses when fans ask if he is Harrison Ford."
"/title/tt2488496/trivia/tr2658911","The third trailer debuted during the halftime slot in the Philadelphia Eagles and New York Giants game, and generated 15.9 million viewers."
"/title/tt2488496/trivia/tr2727385","When Finn and Rey meet Han Solo in the Millennium Falcon, she questions if he was the same man who did the Kessel Run in less than fourteen parsecs, being corrected by Han as he did the run in less than twelve parsecs. In Star Wars: Episode IV - A New Hope (1977), Han Solo boasted to Luke Skywalker and Obi-wan Kenobi that he made the Kessel Run in less than twelve parsecs to justify the high speed of the Millennium Falcon. Since then, a parsec is an unity of space, not time (1 parsec = 3.26 light-years), in the Expanded Universe, it is explained that the Kessel Run was an eighteen parsec route used by contrabandists to avoid the Galactic Empire's controls, in a sector of space hard to navigate, due to several black holes in the path, and Han made an alternate route."
"/title/tt2488496/trivia/tr2718958","This film had already accumulated enough IMDB user ratings (minimum 25,000) to be included in the Top 250 (coming in at #47), before the film could even be shown to the general U.S. audience, starting at 7 p.m. EST on December 17, 2015."
"/title/tt2488496/trivia/tr2739375","Daisy Ridley and John Boyega were not allowed to tell anyone about being cast until about three months later. Boyega did, however, tell a taxi driver."
"/title/tt2488496/trivia/tr2282029","It was revealed on November 6, 2014 on Disney's official Twitter page that the subtitle for Star Wars Episode VII is ""The Force Awakens""."
"/title/tt2488496/trivia/tr2755400","(Cameo) Iko Uwais, Yayan Ruhian: The two martial arts stars, from The Raid: Redemption (2011) and The Raid 2 (2014), play Razoo Quin-Fee and Tasu Leech, two of the mercenaries who confront Han Solo with an unpaid debt."
"/title/tt2488496/trivia/tr2786847","This is the third movie in history to reach the two billion dollar mark after Avatar (2009) and Titanic (1997)."
"/title/tt2488496/trivia/tr2722889","Like all six prior films, the phrase ""I have a bad feeling about this"" or similar is spoken, this time by Han Solo when the Rathtars are set loose. In release order, the line was also spoken by Luke Skywalker (""I have a very bad feeling about this"") and Han (""I got a bad feeling about this"") in Star Wars: Episode IV - A New Hope (1977), Leia in Star Wars: Episode V - The Empire Strikes Back (1980), C-3PO and Han (""I have a really bad feeling about this"") in Star Wars: Episode VI - Return of the Jedi (1983), Obi-Wan Kenobi in Star Wars: Episode I - The Phantom Menace (1999), Anakin Skywalker in Star Wars: Episode II - Attack of the Clones (2002), and Obi-Wan in Star Wars: Episode III - Revenge of the Sith (2005)."
"/title/tt2488496/trivia/tr2720720","Joonas Suotamo, credited as ""Chewbacca double,"" had no previous acting experience. He is a professional basketball player, who played for Penn State from 2005 to 2008, and graduated a year early with a degree in Film and Video. The 6'10"" power forward has since appeared in the Finnish national team (nicknamed Wolfpack), and during the 2015-16 season, his team is Espoo Basket Team of the Finnish league Korisliiga. With his height listed as 209 centimeters, Suotamo is a good four inches shorter than Peter Mayhew."
"/title/tt2488496/trivia/tr2721359","Midichlorians, explained as the biological origin of the Force in the prequels (to the dismay of many hard-core fans), are not mentioned in this movie."
"/title/tt2488496/trivia/tr2698928","In an interview with Daisy Ridley during the press tour, she recounted her first day on-set, where she nearly had a panic attack when her performance wasn't up to snuff. Ridley said about the first day on set, ""I was petrified. I thought I was gonna have a panic attack on the first day. J.J. Abrams ...he probably doesn't remember telling me that my performance was wooden. This was my first day! And I honestly wanted to die. I thought I was gonna cry, I couldn't breathe."""
"/title/tt2488496/trivia/tr2718647","During the Falcon's second flight, Finn finds the Jedi training remote from Star Wars: Episode IV - A New Hope (1977). The helmet Luke wore during the training session can be spotted hanging from the side of the engineering station in the Falcon's main hold."
"/title/tt2488496/trivia/tr2726009","The Millennium Falcon has a rectangular antenna. That's because it lost its original antenna in the Battle of Endor in Star Wars: Episode VI - Return of the Jedi (1983). J.J. Abrams rejected many different designs for the new radar dish, before Art Director Kevin Jenkins came up with the idea to use the shape of the radar dish seen on the Blockade Runner in the original Star Wars: Episode IV - A New Hope (1977). The ship's design was originally created to be used as the Falcon."
"/title/tt2488496/trivia/tr2693689","Domhnall Gleeson also appeared in Brooklyn (2015) the same year. In that film, two characters go to see Singin' in the Rain (1952), which starred Debbie Reynolds, mother of Carrie Fisher, and grandmother of Billie Lourd."
"/title/tt2488496/trivia/tr2456128","Domhnall Gleeson and Warwick Davis appeared in Harry Potter and the Deathly Hallows: Part 1 (2010) and Harry Potter and the Deathly Hallows: Part 2 (2011)."
"/title/tt2488496/trivia/tr2093410","In October 2013 cinematographer Dan Mindel announced that, unlike the prequel trilogy, he and J.J. Abrams would shoot primarily on 35mm film to more closely match the visual aesthetic of the original trilogy. Initially Mindel had hoped to use IMAX 65mm film for most of the feature, but later said they opted for 35mm due to the cumbersome weight and noise problems with IMAX cameras. Ultimately, only one five-minute sequence (Rey and Finn's escape from Jakku in the Millennium Falcon) was shot in IMAX 65mm."
"/title/tt2488496/trivia/tr2724029","When Finn bumps against the Dejarik (chess) table, the game that appears is the same game played by Chewbacca and R2-D2 in Episode IV. The small creature that was thrown to the ground by the considerably larger creature is seen getting back to its feet, and then smashing his larger opponent with a mace-like weapon."
"/title/tt2488496/trivia/tr2724317","J.J. Abrams and Harrison Ford started their acting careers with roles as delivery and messenger boys. Abrams' first appearance was 25 years after Ford's, but it was in Regarding Henry (1991), making a delivery to Harrison Ford's character."
"/title/tt2488496/trivia/tr2200808","Although this is the second Star Wars film to be released in IMAX, it is the first to have IMAX cameras in use during filming."
"/title/tt2488496/trivia/tr2607681","All Star Wars: Episode VII - The Force Awakens products were released on September 4, 2015, known as ""Force Friday""."
"/title/tt2488496/trivia/tr2723448","First (and to date, the only) Star Wars movie in which the planet Tatooine is neither seen on-screen, nor mentioned. It appeared in all other prior films, except Star Wars: Episode V - The Empire Strikes Back (1980), but was mentioned by name there."
"/title/tt2488496/trivia/tr2722596","Harrison Ford plays Han Solo, who flies a spaceship called the Millennium Falcon. Interestingly enough, Ford is actually a licensed pilot and loves flying planes. He was once in an accident while flying, where he crashed a plane in a golf course, seriously injuring himself."
"/title/tt2488496/trivia/tr2675423","The symbols on the flags hanging outside Maz Kanata's castle include Boba Fett's Mythosaur skull, Ziro the Hutt's Black Sun tattoo, Hondo Ohnaka's pirate symbol and several Podracer's flags. There is also the symbol of the 501st Legion on one of the flags. The 501st is an international fan-based organization dedicated to the construction and wearing of screen-accurate replicas of Imperial Stormtrooper armor, Sith Lords, Clone Troopers, bounty hunters, and other villains from the Star Wars universe."
"/title/tt2488496/trivia/tr2744770","The werewolf-like creature that the camera follows as it enters Maz Kanata's castle is a Hassk. It is based in part on Ralph McQuarrie's concept art for Chewbacca, as well as a creature seen in his Cantina concept art. There are two more Hassks in this movie. All three can be glimpsed outside Maz's castle, when the inhabitants come out to watch the Starkiller beam."
"/title/tt2488496/trivia/tr2805264","While a guest on The Tonight Show Starring Jimmy Fallon (2014), J.J. Abrams told Jimmy Fallon that while most of the score was written by John Williams, Williams preferred not to write the music for the scene in Maz Kanata's tavern. Abrams himself started composing a piece of music for that scene, but when he attended the musical ""Hamilton"" and met its composer, Lin-Manuel Miranda, he jokingly suggested that he would love to write music for a new cantina scene. Abrams contacted him later and took him up on the offer."
"/title/tt2488496/trivia/tr2750975","The name of smuggler ""Maz Kanata"" is very likely a sly nod to ""Mas Que Nada"", a song popularized in the U.S. by Brasil '66 in the 1960s. In Brazilian Portuguese slang, ""mas, que nada"" (literally, ""but, that is nothing"") means ""no way"", ""whatever"", or ""yeah, right!"""
"/title/tt2488496/trivia/tr2723863","Christina Chong was announced for the film, but her role was deleted in post-production."
"/title/tt2488496/trivia/tr2313066","Lee Pace auditioned for the role of Kylo Ren that went to Adam Driver."
"/title/tt2488496/trivia/tr2733017","In the scene where Rey, Finn, Han, and Maz eat and talk in the cantina, a bowl of exotic alien fruit can be seen on the table they sit at. One of the alien fruits is really a kiwano melon. Orange and yellow in color and covered in spikes, the fruit is actually native to central and south Africa and can be found in some grocery stores."
"/title/tt2488496/trivia/tr2725132","In an interview for Entertainment Weekly, J.J. Abrams revealed more about Maz Kanata's backstory than is communicated in the movie: ""Her history is that she was a pirate for a long time. She's lived over a thousand years. She's had this watering hole for about a century, and it's like another bar that you'd find in a corner of the Star Wars universe."""
"/title/tt2488496/trivia/tr2727949","The character of Maz Kanata was based on J.J. Abrams' former English teacher, Rose Gilbert, whose large glasses apparently also matched those of Maz. When beginning pre-production, it was revealed that Production Designer Rick Carter also had Gilbert as a teacher, and when coming up with the design of Maz, tried to contact Gilbert to let her know, but sadly, she had passed away at the age of 95."
"/title/tt2488496/trivia/tr2124925","Chloë Grace Moretz, Saoirse Ronan, Zac Efron, Miles Teller, Michael B. Jordan, Alex Pettyfer, Sullivan Stapleton, Rachel Hurd-Wood, Liam McIntyre, Ksenia Solo, Katie Jarvis and Jack O'Connell were rumored to have auditioned for a role, while Chiwetel Ejiofor, Benedict Cumberbatch and Gary Oldman were rumored for different roles."
"/title/tt2488496/trivia/tr2751020","Harrison Ford grew his hair out to play the older Han Solo."
"/title/tt2488496/trivia/tr2769872","Every Star Wars film up to this one, with the exception of Star Wars: The Clone Wars (2008), has been nominated for, or won, an Academy Award."
"/title/tt2488496/trivia/tr2751056","Harrison Ford cried after seeing the film for the first time."
"/title/tt2488496/trivia/tr2726034","DIRECTOR TRADEMARK: (A mystery box): The box where Rey finds Luke's light-saber. In a childhood trip to Lou Tannen's Magic Store, J.J. Abrams bought a ""mystery magic box"", a box that has always remained a mystery. He's never opened it, believing that, unopened, ""It represents infinite possibility. It represents hope. It represents potential. What I love about this box, and what I realized I sort of do, in whatever it is that I do, is I find myself drawn to infinite possibility and that sense of potential."" Abrams has used ""mystery boxes"" in many of his projects, including Lost (2004), Cloverfield (2008), Super 8 (2011), and Star Trek Into Darkness (2013)."
"/title/tt2488496/trivia/tr2753301","At the start of her vision, Rey finds herself standing in a Cloud City corridor. In the novelization based on the original shooting script, she sees Luke and Vader duel during Star Wars: Episode V - The Empire Strikes Back (1980), but does not recognize them."
"/title/tt2488496/trivia/tr2722906","Frank Oz was happy to return as Yoda for the Force sequence, saying he would happily contribute to the role, if it would improve the film."
"/title/tt2488496/trivia/tr2457466","Mark Hamill rerecorded his monologue from Star Wars: Episode VI - Return of the Jedi (1983) (""the Force is strong in my family"") to be used in the teaser trailer, but it was decided to mix his newly recorded lines with those originally recorded, as a reverberation, so as to subtly tease his reprisal of his role."
"/title/tt2488496/trivia/tr2722905","When Obi-wan Kenobi's voice is heard in the Force sequence, it is done by Alec Guinness and Ewan McGregor. James Arnold Taylor, who voiced Kenobi in the Star Wars cartoons, had also recorded a line, but it was cut out to make way for Ewan McGregor."
"/title/tt2488496/trivia/tr2766347","Contrary to popular belief, the segment of Rey's Force vision with Kylo Ren and the Knights of Ren surrounded by dead bodies, does not take place at Luke Skywalker's Jedi Academy, nor are the bodies Luke's pupils. Pablo Hidalgo, of Lucasfilm's story group, stated the scene takes place elsewhere, and the man stabbed at the beginning of the sequence by Kylo Ren, is a ""clan leader""."
"/title/tt2488496/trivia/tr2736594","Anakin Skywalker's blue-bladed lightsaber is the only lightsaber to be seen in all three Star Wars trilogies, to this point."
"/title/tt2488496/trivia/tr1810230","Although the movie (and the sale of Lucasfilm to Disney) was not announced to the public before November 2012, both Mark Hamill and Carrie Fisher said that they had discussed appearing in Episode VII and other future Star Wars films with George Lucas in the summer of 2012, several months before the sale."
"/title/tt2488496/trivia/tr2662582","This is not the first film where Mark Hamill and Carrie Fisher have appeared in together since Star Wars: Episode VI - Return of the Jedi (1983). They also appeared in Jay and Silent Bob Strike Back (2001)."
"/title/tt2488496/trivia/tr2676021","In a real-life parallel to the film Fanboys (2009), Mark Hamill and John Boyega successfully lobbied director J.J. Abrams to allow Star Wars fan Daniel Fleetwood to see the film before official release, as Fleetwood had been diagnosed with terminal cancer, and was not expected to live to see the film's release date of December 15, 2015. Fleetwood was shown the film at a screening in his house, after Disney agreed. Fleetwood died November 10, 2015."
"/title/tt2488496/trivia/tr2719636","At one point, Han Solo refers to many of the iconic vocabulary from the Star Wars mythos as ""mumbo-jumbo."" This is the very same word the late Sir Alec Guinness so (in)famously used in interviews, when complaining about the dialogue he had been given for his role in Star Wars: Episode IV - A New Hope (1977)."
